ISBN,封面图,绘本名称,内容,评论,图书品牌,图书套装,作者,作者原名,作者国别,译者,出版社,作者获奖经历,绘本获奖经历,绘本原作名,适合年龄,责任编辑,正文语种,字数,开本,装帧,出版时间,版次,页数/页,定价/元,编辑推荐,媒体推荐,作者简介,豆瓣评分
9787507715699,,郑渊洁十二生肖童话（12册） ,《郑渊洁十二生肖童话》（盒装书，共12本） 是郑渊洁的代表作之一，累计印数已经超过180万册。每本一个生肖，包括：《猪王照像》《虎王出山》《羊王称霸》《猴王变形》《蛇王淘金》《鸡王画虎》《马王登基》《牛王醉酒》《兔王卖耳》《龙王闹海》《鼠王做寿》《狗王梦游》。,1870,,,郑渊洁,,,,学苑出版社,,,,,,,,,平装,1999-06,,12册,8.00,,,郑渊洁，1955年出生于河北石家庄。其父原籍山西临汾。其母原籍浙江绍兴。毕业于北京马甸小学。现定居北京，靠写作为生。主要作品有《郑渊洁童话全集》30卷。海峡两岸各有一本名叫《童话大王》的月刊专门刊登他的作品。1993年当选首届北京十大杰出青年。他笔下的皮皮鲁、鲁西西、舒克、贝塔和罗克已成为注册商标。,8.9,"https://book.douban.com/subject/1047927/
"
9787535454737,,毒蜘蛛之死 ,它如此与众不同，另类独行，它在1989年第一次出版时，它的黑暗和怪异，它的扭曲和深刻，无论是作品题材还是表现手法，在各方面都超前了当时中国行业内的固有审美和出版理念太多太多，以至于那个时候的出版人只能匆忙地将它打上一个“新潮童话”的标签，随即以几千册的印刷量悄然上市，然后默默地被涌动的书潮淹没。 《毒蜘蛛之死》像是一滴因为幸福而留下的眼泪，也像是一抹因为痛苦而绽放的笑靥。 同时，最世文化也启动了最顶尖的插画师：《爵迹》御用插画师王浣、《最小说》杂志封面御用插画师小皇、新生代最畅销的绘本画师Echo，三位画师联手献出三款精美封面。他们分别带来了古典、黑暗、温暖三种迥异的风格。在我心中，这三个词语，也是对《毒蜘蛛之死》的最佳诠释。 最抒情的文字，最酸涩的情感，最震撼的心灵体验。在冰波极富诗意的幻想世界中，他特有的幽默趣味、高超的叙述技巧，将带你重温那一份来自童年的、最纯净无暇的感受。,228,,,冰波,,,,长江文艺出版社,,,,,,,,,平装,2011-12,,234,26.80元,,,提到冰波先生，作为中国著名的童话作家，他先后出版了童话180余本，2000余单篇，动画片剧本230余集。 他获奖无数，全国优秀儿童文学奖、国家图书奖、宋庆龄儿童文学奖、冰心儿童图书奖及新作奖等，共计五十余项。 然而在他所有的作品里，《毒蜘蛛之死》是如此的与众不同。它和冰波的其他童话都不一样，它甚至和世界上你所接触过的任何一种童话都不一样。它是黑暗的，阴郁的，却又是深情的，酸涩的。,7.6,"https://book.douban.com/subject/6965583/
"
9787500769378,,盛世繁花.小说卷.1 ,很多年前，《儿童文学》诞生了！她成了中国儿童文学的一面旗帜。因为：她记录了几代中国孩子的光荣与梦想！       几个月前，《一路风景》诞生了！作为《儿童文学》1993、1——2003、1十年精华本，一版再版，三个月狂销15万册。因为：精中选精，含金量更高！       现在，《盛花繁花》诞生了！作为《一路风景》姊妹书系，她收录了中国儿童文学空前繁荣时期（1983-1992年）实力派作者的问鼎之作，堪称盛世撷英。翻开此书，与儿童文学大师面对面，畅饮心灵鸡汤，轻松阅读，无限受益！,167,,,徐德霞,,,,中国少年儿童出版社,,,,,,,,,平装(无盘),2004-4-1,,423,16.00元,,,,8.5,"https://book.douban.com/subject/1253905/
"
9787533241155,,查理和巧克力工厂 ,小查理生长的一个小镇里有一个全世界最大的巧克力工厂，工厂由一个伟大的巧克力发明家、制造商威利・旺卡所拥有。工厂非常神秘，大门紧锁，全镇子的人从来没有看见有人从大门进去或出来过。有一天，威利・旺卡先生发出告示，将有五位幸运的孩子获得参观巧克力工厂的特权，同时还能得到足够吃一辈子的巧克力糖和其他糖果。全世界购买旺卡巧克力的孩子都有机会。前提是藏在包装纸里的五张金券，谁获得金券谁就是幸运儿。 偶然的机会，查理得到了一张金券。参观工厂的过程是一次奇特的经历。每个参观者都感到了无限着迷、狂喜、好奇、惊讶和迷惑不解。即使做最荒诞的梦也想象不出这样的事情。飞瀑而下的巧克力瀑布，流漫着棕色糖浆的河，大片大片的口香糖草地，还有牛奶糖堆成的山。工厂里的工人全是来自蛮荒丛林的酷爱巧克力的矮人国的小矮人。 巨大的诱惑使得其他四个孩子失去了自制，他们或掉进了巧克力河、或变成了糖果、或被送进了垃圾炉、或钻进了电视变成了信号微粒，这一切小查理均不为所动。最不可思议的意外留到了最后......,1892,,世界奇幻文学大师精品系列,罗尔德·达尔,,,任溶溶,明天出版社,,,,,,,,,平装,2004-4,,197,13.00元,,,达尔（1916―1990），英国著名儿童文学作家，一生从事写作几十年，创作儿童读物18本，如《詹姆斯和大仙桃》、《查里和巧克力工厂》、《好心眼的巨人》、《女巫》、《了不起的狐狸爸爸》、《玛蒂尔达》等等，其魔力超越语言和国界，同时他本人的传奇经历也像童话里的人物一样赋有神奇力量，成为“哈梅林的魔笛手”(The Pied Piper of Hamelin)，凡是读过其书的孩子全都情不自禁迷倒在他创造的畅快淋漓的魔力世界，无一幸免。,8.5,"https://book.douban.com/subject/1046883/
"
9787806795910,,龙子太郎 ,★经典伴随成长，一年一年；　　★名著感动人心，一代一代。　　本书自1960年在日本问世以来，一版再版，成为日本儿童文学史上罕有的生命力最长的作品之一。曾先后荣获第一届讲谈社儿童文学新人奖、第八届产经儿童出版文化奖及国际安徒生奖优秀奖。作品曾被改编 为电影、电视、戏剧，译为英、法、德、俄等多种语言出版，深受读者欢迎。　　在一个小山村里，有一名字叫龙子太郎的男孩，妈妈因为吃掉了属于大家的三条岩鱼，受到惩罚，变成了龙。姥姥告诉太郎，妈妈盼他长大后去找她。太郎得到天狗的帮助，变得力大无穷，他历经千辛万苦，找到了妈妈。为了让农民过上好日子，妈妈用自己的身躯撞开大山，帮助太郎造出了广阔的田地……,488,,,松谷美代子,,,朱自强,接力出版社,,,,,,,,,平装,2004-10-1,,168,11.00元,,,,8.7,"https://book.douban.com/subject/1219255/
"
9787543479586,,先有蛋 ,从蛋变成鸡、蝌蚪变成青蛙、种子变成花朵、毛毛虫变成蝴蝶……。这是一本关于转变的图画书。但它不仅仅是一个故事，还蕴含了对“生命起源和变化”的审美感知。 儿童美育中最重要的是对早期审美感知力的发掘与培养，其中对美的视觉能力是比“看”更高层次的“有意识地看”。 在有趣的洞洞中孩子会发现图像构成和变化的“秘密”、事物之间的奇妙联系。你看，同一个洞洞既是“鸡蛋”又可以是“小鸡”的身子；既是“毛毛虫”又可以是“蝴蝶”的一部分……。在这些“部分”与“整体”的变化中，孩子感知了生命的成长和变化，理解了由“洞洞”构成的更丰富的意义，这就是“有意识地看”的能力。,51,,,(美)劳拉·瓦卡罗·希格 文/图,,美,余治莹,河北教育出版社,,,,,,,,,精装,2011-10,,32页,27.80元,,,劳拉·瓦卡罗·希格      美国杰出插画家。其图画书作品因简洁+创意而深受好评，并擅长使用翻翻书、洞洞书的技巧带给读者一次次的视觉惊喜。从纽约州威斯特斯特的美术设计专业毕业后，来到纽约从事动画、艺术创作，以及网络电视编辑。连续多年为NBC和ABC制作节目开场和花絮，并因一开场动画为NBC特别节目赢得艾美奖。      她从小就梦想成为艺术家，两岁开始画画，至今笔耕不辍，是美国《纽约时报》的畅销书作者。2001年至今出版了10余册绘本，屡获美国各项图画书大奖——包括2008凯迪克银牌奖（《先有蛋》）、2007《纽约时报》最佳图画书奖（《先有蛋》）、2007《波士顿环球报》/《号角书》最佳图画书奖（《狗狗和熊熊》）等。      目前，劳拉与家人定居在纽约州长岛。家中还有一个特别的成员——狗狗库伯，它可是《狗狗和熊熊》里面的狗狗原型呢。,8.4,"https://book.douban.com/subject/6114879/
"
9787121160943,,1分钟画出暖暖的插画 ,《1分钟画出暖暖的插画》内容简介：有时候你会不会想，要是也能像别人一样随手在便签、礼物、书信、笔记本、收纳盒、地图、挂历……画出可爱的插画该多好呀！但同时又认为自己是最不擅长画画的人。《1分钟画出暖暖的插画》中的图片，从小物件，如小猫小狗、手机、化妆品、衣服……到旅行中的见闻，有街道、餐饮、观光名胜……几分钟，万千世界便呈现在眼前，让你很有成就感呢！,43,,,贞冈奈月子,,,陆梅,电子工业出版社,,,,,,,,,,2012-3,,130,25.00元,,,,8.6,"https://book.douban.com/subject/10595777/
"
9789861171692,,路德維希革命1 ,容貌秀麗、頭腦清晰、桀傲不遜、超喜歡女人的路德維希王子，在侍者威廉的陪伴下，展開他尋找理想女性的流浪之旅……將大家都耳熟能詳的童話，改編成華麗的黑色幽默諷刺詩篇，這就是色彩絢爛、充滿由貴個人風格的傑作！,4095,,路德維希革命,由貴香織里,,,江荷偲,東立,,,,,,,,,平裝,2005-7-11,,,新台币90元,,,作者：由贵香织里 生日：12月18日 出生地点：日本东京市 血型：B 星座：射手座 性格特点：易冷易热的女人，毫无记忆和毅力 处女作：1987年的《夏服的绘理依》 很早就开始学习漫画的由贵香织里，其第一年的习作是《吸血鬼之恋》。得到漫画挑战赛准入选奖的《爱情追缉令》是她在刊载处女作前的最后一部习作，曾被由贵笑称为不可能会得奖的作品。1987年，由贵的处女作《夏服的绘理依》在《别册花与梦》秋之号上刊载，受到读者的欢迎，从此，由贵就一发不可收拾——《残酷的童话》、《沙砾王国》、《戒音》、《毒伯爵该隐》、《天使禁猎区》，部部佳作接连推出，不仅强力震撼了众多读者，也在世纪末的日本漫坛刻下了“由贵香织里”的大名 出道前作品：《When A Heart Beats》 1987年 《夏服的绘理依》 1987年 《恶魔一族》 1988年 《橘色限时炸弹》 1989年...(展开全部),8.5,"https://book.douban.com/subject/1351652/
"
9787539162720,,天啊！ 错啦 ！ ,这本书的灵感来自于《庄子·齐物论》“庄周梦蝶”的故事：有一天庄周梦见自己变成了一只翩翩起舞的蝴蝶，悠游自在，根本不知道自己原来是庄周。突然梦醒了，却发现自己分明是庄周，而不是蝴蝶。那么，是庄周做梦变成了蝴蝶，还是蝴蝶做梦变成了庄周呢?书中无意要指出谁对谁错，我们希望这本书给孩子带来欢乐的同时，也能够让他们思考，世间没有一样东两是一成不变的，对不同的人来说，只要适合自己就是对的。 德国哲学家康德曾说“启蒙，就是使每一个人能够独立运用自己的理性”，而创造力正是来源于“能够独立运用自己的理性”。把自己的思想依附在别人的大脑上，随波逐流，人云亦云的人，是不可能有创造力的。然而在当下的社会巾，我们从小就被各种各样的声音所淹没，早已忘记了如何倾听自己的声音，运用自己的理性。 为此，我们在画面的框线之外安排了一个画外音，画外音总是和画l衔里的动物们意见相左，那是故事讲述者的声音，在以往任何‘本书里，讲述者都是人物命运的主宰，是书中的“权威”。如果孩子比较小，町以先看线框里面的故事，读第二遍时再加入画外音也不迟。我们可以问问孩子：  “你认为那个声音是谁?”相信孩子们会给出各种各样有趣的答案。,63,,,"徐萃,姬炤华 文/图",,,,二十一世纪出版社,,,,,,,,,精装,2011-1,,32页,20.00元,,,徐萃、姬炤华是一对不断思考的人，恰好学习了绘画，可以用画笔记录下自己的思想。他们从1997年开始为孩子创作童话和插画，其中童话《青蛙与天鹅》获2006年冰心文学奖，插画作品《童话庄子》获“台湾读书人2005年最佳重书”，并代表台湾参加意大利波隆那儿童书展。同时，他们还为大人创作漫画。哲思漫画多次在中国、比利时、德国、葡萄牙、波黑、罗马尼亚、土耳其、伊朗、日本、韩国等地展出、获奖以及被博物馆等机构收藏。 创作之余，他们也是一对勤奋的图画书推广人。画家和作家的双重身份赋予了他们独特的视角，他们非常希望通过自己的努力，和更多的孩子和爸爸妈妈分享图画书的美好。 《天啊!错啦!》是他们的第一本图画书，在美国和加拿大首次出版以来，获得了读者和专业人士的好评。当然，他们更期待你也会喜欢上这本书。,8.3,"https://book.douban.com/subject/5982207/
"
9781558585362,,The Rainbow Fish ,"A board book edition of a popular modern classic follows the tale of a beautiful iridescent fish, who suffers a life of loneliness until he decides to share his glittering scales with a catch of new friends.",,,,"Pfister, Marcus",,,"James, J.Alison",North South Books,,,,,,,,,HRD,1999-1,,14,$ 11.24,,,,,"https://book.douban.com/subject/2809305/
"
9787533273118,,北冥有鱼 ,很久很久以前，北海住着一条巨大的鱼， 当它的尾巴在水面拍一下，掀起的海浪就能淹没一个小镇。 打开《北冥有鱼》独特的开本设计，纵横千里的山海迎面而来，奔腾汹涌的巨浪，轻拍一下尾巴就会卷起海啸的大鱼，举起翅膀就能遮蔽太阳的大鹏鸟……在充满神话想象的磅礡气势中，有一段人与动物之间的真挚情谊。 鱼还是条小鱼时，小女孩无意间救了它。从此以后，鱼会闪着冰蓝色的鱼鳍，来到女孩梦中和她说话。鱼的身体不断长大，当它掀起翻覆小镇的骇浪，也只有小女孩能了解大鱼内心的愧疚与孤寂。为了不再伤害小镇，大鱼只身游往又远又冰又冷的北海，有一天海水退潮，巨大的鱼竟然在岸上搁浅了…… 《北冥有鱼》故事构想出自庄子的《逍遥游》：“北冥有鱼，其名为鲲。鲲之大，不知其几千里也。化而为鸟，其名为鹏。鹏之背，不知其几千里也。怒而飞，其翼若垂天之云。” 作者刘畅花费两年时间构思，将古老寓言改编成现代孩子爱听的故事，满足孩子对神话般巨兽的好奇。插画以写实的铅笔线条勾勒，搭配计算机绘图的光影变化，带领读者游走在大山大海间，倾听自然万物的生命力量，也让现代的孩子亲近古老传说，感受图画书中难得一见的磅薄气势。,90,,,刘畅 文/图,,,,明天出版社,,,,,,,,,精装,2013-3,,76页,29.80元,,,刘畅，女，生于江南小城，中央美术学院硕士在读，长期给各类出版物写字和画画。爱好多而杂乱；安静。始终认为世界是什么样并不重要，重要的是那颗看世界的心。,8.3,"https://book.douban.com/subject/21778174/
"
9787536247208,,童话之森 ,香港超人气插画/绘本画师Chiya 至纯至萌，梦幻唯美的童话绘本系列第一击！ 《童话之森》童话系绘本作品首次收录。《水色纸飞机》、《十二王子》、《美女与野兽变奏曲》、《穿靴子的猫》等于杂志刊登时就引起强烈反响，大受欢迎的全彩色绘本作品一次看个够！更有为绘本集特别绘制的《水色纸飞机》番外献上。120页全彩16K精装，100%还原Chiya笔下温暖治愈、令人向往的美丽童话世界。 首印附送精美明信片,405,,chiya·童话系列,Chiya,,,,岭南美术出版社,,,,,,,,,16K  精装  全彩,2011-9,,120,29.80元,,,获两届金龙奖提名，《约绘》杂志力推人气画师Chiya，凭借细腻唯美的童话风插图及绘本，在港台与内地均有较高知名度。作品多次登上《漫友》、《约绘》等杂志封面，并受邀为台湾角川人气轻小说作品绘制封面及插图。个人专栏“魔法衣橱”大受读者欢迎！,8.5,"https://book.douban.com/subject/6837944/
"
9787501959556,,一个人泡澡 ,在寒风刺骨的日子里、汗流浃背的大热天里、奔波劳累一天而累得不行的日子里，让人不禁会想：“啊～～好想赶快回家泡个舒服的澡喔～。”我也最喜欢泡澡了。泡澡不但能洁净身体，还能够恢复体力、养颜美容，让人充满幸福感，是很享受的一件事呢。不过，你们知道“只用热水泡澡对身体刺激大”这句话吗？由于一般的热水里含有杂质很少，导热较快，反而会让身体更疲劳，甚至有时还会让血压上升呢。泡澡时加入泡澡粉则能预防这些情形。不但能舒缓温润身体，还可以减少对皮肤的直接刺激。虽说，只要去专卖店就能买到各式各样的泡澡粉，其实家里面的一些东西或随处可见的花草，都能拿来放进浴缸当做是泡澡的好材料。再说对于市面上的贩卖的泡澡粉，多少会担心色素或香料过量，如果是自己动手的话，不但可以安心使用，也更简单经济呢！这次，除了体验各种对身体好，又环保又省钱的泡澡粉之外，还尝试了不同的泡澡方式，希望能当做各位泡澡生活的参考哦！,4030,,高木直子绘本系列,[日] 高木直子 图文,,日,陈其伶,中国轻工业出版社,,,,,,,,,平装,2007-5,,126,20.00元,,,高木直子，1974年出生于日本三重县，以成为插画家为目标。乐享《150cm Life》的高木直子1998年《一个人上东京》，且《一个人住第5年》后，终于有了大公寓，有了大大的浴缸，终于可以自得其乐地享受《一个人泡澡》的乐趣，正开心着呢！目前除了插画小品之外，也用亚克力颜料创作插画、漫画等等。,7.3,"https://book.douban.com/subject/2071404/
"
9789867460226,,自私的巨人 The Selfish Giant  ,每天下午孩子們放學時，都喜歡偷偷溜進花園玩耍。他們好愛這座花園，花園也好愛他們。這座花園是個天堂，充滿鳥兒的歌聲、盛開的花朵和快樂的孩子，但是自私的巨人決定不再讓孩子們來這裡玩，於是，花園就變得越來越荒涼。直到有個特別的男孩融化巨人的心，提醒他付出愛和仁慈的重要，也重新為花園注入生機，這是個美麗又經典的故事。,40,,,奧斯卡．王爾德，費歐娜•華特斯，費班恩•納格倫，譯／劉清彥,,,,道聲,,,,,,,,,,20050401,,,NT$ 250,,,奧斯卡•王爾德（Oscar Wilde） 出生於都柏林，十九世紀末英國著名作家，出版過童話集、詩集和小說，也創作了多部戲劇。他的作品辭藻華美，文句充滿了音樂性，多在諷喻當時的社會百態。他一生完成了九則童話，每個故事都深深觸動人心。《王爾德傳》的作者謝拉爾曾說：「在英文世界裡，找不到任何童話能與王爾德的童話相比，他的文字巧妙又富想像力，還蘊含微妙的哲學思維。」 費歐娜•華特斯（Fiona Waters） 曾經擔任書商、電台顧問和編輯等工作，為小孩選編過多部的小說和童詩。目前和「幾隻小貓和數千本書」一起住在英格蘭的一座三 百多年的小鄉舍�。 費班恩•納格倫（Fabian Negrin） 圖書館期刊盛讚他的藝術作品「流露出神秘又奇幻的魅力」。他成長於阿根廷，在墨西哥市接受藝術教育，目前與太太和兒子定居在義大利。,9.0,"https://book.douban.com/subject/1349331/
"
9787543495975,,公园里的声音 ,来自两个不同家庭、一男一女、个性互异的两个小孩儿，加上一位趾高气昂、高贵华丽的妈妈，还有一位失业也失去斗志的爸爸，共计四个人，不约而同地一起带着各自的小狗到公园去散步。男孩贵气十足的妈妈讨厌女孩和她家的小狗；女孩失业的爸爸坐在公园长椅上心情沮丧地翻报纸找工作；忧郁孤独的男孩很开心遇到女孩，并快乐地和她在公园玩；天真开朗的小女孩带爸爸和小狗去公园散步，遇到不快乐的小男孩，邀他一起玩溜滑梯。,113,,启发精选国际大师名作绘本,(英)安东尼·布朗 文/图,,英,宋珮,河北教育出版社,,,Voices in the Park,,,,,,精装,2012-10,,32,36.80元,,,安东尼·布朗，1946年出生于英国，其作品屡获各项童书大奖——包括两次凯特?格林纳威大奖和三次库特?马斯勒奖、德国绘本奖、国际安徒生大奖、荷兰银铅笔奖及艾米克奖等。他注意观察和表现儿童的内心世界，努力理解他们的真实需求。因此，孩子们能够在他的图画中得到情感的寄托与安慰，从而获得快乐。 译者 简介 宋珮，加州大学艺术史硕士，1990年代开始研究图画书的图像语言及创作者，并且翻译图画书，代表译作：《两只坏蚂蚁》《看，观察画里的光》《形状游戏》《看，身体怎么说话》《莎莉，离水远一点》《宝儿》《我的秘密朋友阿德》等。目前除了在中原大学担任基督信仰与艺术、从电影看人生课程外，也在台大及政大共同讲授图画书相关课程。,8.8,"https://book.douban.com/subject/19976927/
"
9787807680840,,和妈妈如影随形的日子 ,春天的花热闹地开/夏天的无花果树上趴着天牛 秋天你的小手捡起落叶和果子/冬天我们站在树下呵出长长的白雾 这些都是/和妈妈如影随形的日子里/珍贵而又温柔的礼物 自从嘉嘉学会走路以后，妈妈并不急着教她认字、背诗。妈妈认为，在大自然中感受空气的流动，观察树叶的颜色，嗅到花草的 香气，对处在“原始状态”的小孩来说，更为重要。只要天气晴好，妈妈便带着嘉嘉在大自然中游荡，看花看草看虫子。那些和妈妈如影随形的日子里，小小的可爱的、活泼的、动 人的细节，天真而珍贵的儿童心理，在妈妈温柔的画笔下，都一一得以呈现。春天的蒲公英和紫花地丁，夏天的狗尾草和地雷花，午后吹过小院树梢的凉风，召唤蜗牛出来散步的夜雨，那些看似平淡的每一天里，都蕴藏着使我们的心为之欢欣鼓动的自然魔法。,219,,,红茶,,,,生活·读书·新知三联书店  生活书店出版有限公司,,,,,,,,,平装,2015-6-1,,272,39.00,,,红茶，本名李岳红，漫画家，绘本作家。 1993年毕业于山东工艺美术学院，已出版绘本《一直都很笨》《一直在一起》《一直都在玩》。,8.5,"https://book.douban.com/subject/26383741/
"
9787509006702,,一个人漂泊的日子2 ,《一个人漂泊的日子②》 人生如果有不得不努力奋发的时候，那就是现在！ ★光是“在东京生活”就很费力  ★早上当早餐店服务员 ★晚上打工当数据输入员        ★被批评“很难用” ★画这种图，会让我快乐吗？ ★家族一起去温泉旅行 ★梦想已久的电脑到手了        ★爸爸给的零用钱 ★第一次的东京个展 同时打两份工，让生活安定了 但最重要的画图工作却一事无成…… 这时候，没想到却得到一个通知—— 这样漂泊如浮萍的日子 就要画上休止符了吗！？,2508,,高木直子绘本系列,高木直子,,,陈孟姝,当代世界出版社,,,,,,,,,平装,2010-9-1,,133,25.00元,,,高木直子1974年出生于日本三重县。插画家。初中、高中世代在学校参加硬式网球俱乐部，每天挥棒练习，在家便一直蒙头画画投稿，以此度过她的青春时代。1998年以成为自由插画家为目标独自来到东京打拼，2003年凭借《150cm life》一炮而红。主要作品有《150cm life1 3》、《一个人住第5年》、《第一次一个人旅行》、《一个人旅行2》等。,8.8,"https://book.douban.com/subject/5252666/
"
9787532741847,,克雷洛夫寓言 ,克雷洛夫寓言是世界文学宝库中的瑰宝，作者以最简练的文字、最生动的形象，将生活动态、人生世相作了最浓缩、最紧凑的概括。他把各种动物的自然本性与人类的各种不同类型、不同性格有机地结合在一起，成功地刻画了众多人物性格、还借助一个个动物形象，讽喻帝俄社会，揭露统治者。克雷洛夫寓言题材广泛，寓意深刻，具有独特的艺术魅力，既是儿童的良师益友，也可供成人茶余饭后消遣。本书精选了一百六十三篇克雷洛夫寓言，包括《四重奏》、《狼和小羊》、《台米扬的鱼汤》、《树叶和树根》等脍炙人口的名篇。 克雷洛夫寓言是俄国文学天才克雷洛夫最具独创性的作品，题材广泛，寓意深刻，具有极强的人民性和现实性。这些寓言精炼地运用人民的语言，通过多种表现形式，广阔地写出了俄罗斯生活的真实，形象地反映了俄罗斯民族的精神和智慧，丰富了俄罗斯的文学语言，被公认为俄语的最佳诠释者、有史以来最优秀的寓言之一。克雷洛夫是与伊索、拉?封丹齐名的世界三大寓言家之一，第一个深入人民生活、思想和语言的俄国古典作家，被称为俄国文学史上“最人民性的诗人”、“最民族和最通俗”的现实主义文学家。,210,,译文名著文库,克雷洛夫,,,辛未艾,上海译文出版社,,,,,,,,,平装,2007-3,,271,10.00,,,1769年2月13日，是俄国著名剧作家、寓言家克雷洛夫的生日。他出生于莫斯科一个下级军官的家庭，曾是一个新闻工作者，先后担任过《早晨》、《精灵邮报》等讽刺刊物的编辑、写过许多讽刺性的文学。同时，他还写过多部讽刺剧《疯狂的家庭》、《恶作剧的人们》等。但他主要成就，还是由于他写了206篇寓言。     1819年，克雷洛夫50岁时，为了能阅读古希腊诗人荷马的诗歌和伊索寓言的原文，决心学会古希腊语，朋友劝他：“人到五十岁学外语是很困难的。”他说：“只要有决心和毅力，任何时候学都不晚。”从此，他不得不配眼镜。两年后，他熟练地掌握了古希腊语，很流利地读起伊索寓言的原文，这使他的朋友、古希腊语专家格涅季奇惊叹不已。     克雷洛夫的寓言写的都是鸟虫鱼兽、山水花草，但是却都表现了现实的内容，因此，对读者极具感染力。克雷洛夫的寓言还有一个特点，就是他用语简朴、幽默...(展开全部),7.8,"https://book.douban.com/subject/2060483/
"
9787532455683,,银河铁道之夜 ,宫泽贤治童话文集。 这是日本已故的著名童话作家宫泽贤治的童话作品在国内的首次全面隆重推出，无疑将成为时下成人童话阅读风潮中最为重磅的一部作品。宫泽贤治被人誉为一位“孤高而浪漫的儿童文学巨匠”。他的作品如同他仅仅三十七个年头的悲剧一生一样，单纯而又复杂。诗词般优美清丽的文笔、寄寓深刻的内含、起伏跌宕的情节、浪漫悲剧式的寓意，使他当之无愧地成为日本“一千年中最喜爱的文学家”。本次出版的该部文集，收录了他毕业优秀的童话作品，同时配以幻想小说家彭懿的专业点评以及著名漫画家俞理隽永的插图。让您在跟随作家生机盎然，奇思妙想的童话故事一起，体味他与众不同的心灵世界。,215,,宫泽贤治童话文集,宫泽贤治,,,周龙梅,少年儿童出版社,,,,,,,,,平装(无盘),2003-5-1,,318,17.00,,,宫泽贤治，是日本家喻户晓、妇孺皆知的诗人与儿童文学巨匠。全国各地的小学、国中的国语课本都可见他的作品，高中国文教材则可见他的诗歌，日本不论哪一个阶层哪一个年代的人，均能朗颂他那首“不怕风雨”诗歌，也或多或少读过他的作品。1896年生于东北地区岩手县花卷町（现为花卷市）富商家，却以家业为耻。曾担任过农业学校教师，任教四年即辞去公职，离家独居于花卷市郊外，过着普通农民生活，并致力于农村改革，亲自指导农民改良水稻栽培方法与改良土壤、肥料等。二十八岁时自费出版了“一个要求特别多的餐厅”童话集，与“春与阿修罗”诗集，可惜他的作品生不逢时，摆在书店无人问津，中央文坛更忽视了这个身在北方落后农村默默无闻的诗人。三十七岁时留下大批手稿，告别了他短暂的人生。宫泽贤治的作品被翻译成各种语言，散布在英国、德国、瑞典、印度、中国、韩国、北朝鲜等各地，这些国家的学者还时常赴日...(展开全部),8.9,"https://book.douban.com/subject/1213995/
"
9787544245371,,小猫当当系列（1-10） ,早期阅读对孩子的成长起着关键性作用，不仅关系到孩子的智力发育，还关系到孩子的品格和言行。“小猫当当”系列是一套适合1-3岁孩子阅读的绘本，日本系列销量超过2500万册、是日本最受欢迎的幼儿读物。这套书活泼有趣，画面简洁生动，非常符合幼儿的认知习惯，不仅能大大锻炼孩子的语言能力，还把一些简单的道理恰当地融入故事当中，让孩子在阅读中养成正确的习惯、良好的性格、优秀的素养！,64,,,（日）清野幸子,,,猿渡静子,南海出版社,,,,,,,,,平装,2009-11-1,,328,78.00元,,,清野幸子，1947年生于日本东京，其自写自画的“小猫当当”系列是日本最受欢迎的幼儿绘本，现已出版20册，历经40多年畅销不衰，并被拍摄成了动画片。其他作品有绘本“小猫当当（婴儿版）”系列、《当当猫游戏图鉴》，童话《疼痛的怪兽》等。,8.7,"https://book.douban.com/subject/4124719/
"
9787229081874,,地板书 2 ,风靡欧洲超级大开本地板书——平铺59cmX43cm，登陆中国！ 让孩子乐于邀请朋友游戏、分享，不再沉湎iPad和手机！送朋友、送孩子的最好礼物 当三五个好友带着孩子来家里做客，当孩子的好朋友们来串门，当你对孩子沉湎于iPad和手机游戏忍无可忍，当你的孩子缠住你要你讲 故事而你实在分身乏术，当亲戚的孩子们闹腾得你快要受不了了…… 你只需要做好一件事就可以完美应付——把《地板书》平摊在地板或桌子上，孩子们就可以头碰头地趴在游戏书上玩上一整个下午。 ……然后，你就可以扔下这一切，去厨房里做饭、去书房里工作、去客厅里跟客人尽情地聊天，或者去做其他任何想做的事情！,18,,地板书,"本杰明·贝索,让-塞巴斯蒂安·迪埃热,杰拉尔德·古尔菜",,,陈小齐,重庆出版社,,,,,,,,,精装,2014-10-1,,8,49.8元,,,作者本杰明贝索，帕库，让-赛巴斯贴迪埃热，杰拉尔德古尔莱均系法国Auzou出版社的签约插画师，其中本杰明贝索的创作风格从细节中体现活泼，能抓住儿童的阅读心理进行细致的描绘，著有《我的为什么的那些年》（Mes années pourquoi）、《触摸太空》（L’Espace à toucher）等经典作品。其他著者均为本杰明贝索的助手。,8.4,"https://book.douban.com/subject/26291643/
"
